mus मुस
chaliye	चलिए
mudra	मुद्रा
gurubhaai	गुरुभाई
badakamma	बदकम्मा
kvaabon	ख़्वाबों
viraan	वीरान
alhadpan	अल्हड़पन
saanvariyaa	सांवरिया
maikadon	मैकदों
Kavita	कविता
yamraaj	यमराज
bataaenge	बताएंगे
majaburiyon	मजबूरियों
dhuwaan	धुवाँ
chhut	छूट
viraat	विराट
laaen	लाएं
jwaala	ज्वाला
barabadi	बरबदी
sharan	शरण
wohi	वही
jaren	जरें
umrr	उम्र
neeraali	निराली
kaamon	कामों
umre	उम्र
sharab	शराब
silva	सिलवा
umra	उम्र
behane	बहाने
azaadi	आज़ादी
bemisal	बेमिसाल
laagi	लागी
bechainiya	बेचैनिया
minnate	मिन्नतें
guzren	गुज़रे
bahakegaa	बहकेगा
sattayega	सताएगा
laage	लागे
pathhar	पत्थर
laaga	लागा
chinataara	चिनतारा
pipali	पिपली
mroun	म्रौं
jhilmilaayenge	झिलमिलाएंगे
mroum	म्रौं
mohini	मोहिनी
adaayein	अदायें
laago	लागो
usise	उसीसे
gudaayengi	गुदगुदायेंगी
Khan	खान
behate	बहते
amarjeet	अमरजीत
jaduugarani	जदूगरनी
deejiyega	दीजियेगा
behata	बहता
nein	ने
laachari	लाचारी
satrah	सत्रह
behati	बहती
memoriyal	मेमोरियल
karanevaale	करनेवाले
parastaar	परस्तार
tadapaale	तड़पाले
barabaad	बर्बाद
laaii	लाई
sansadhan	संसाधन
tadapaake	तड़पाके
bamabam	बमबम
adhikarion	अधिकारियों
malikaa	मलिका
qurbaaniyon	क़ुर्बानियों
wan	वन
chhui	छुई
bidesava	बिदेसवा
chhue	छुए
lipata	लिपटा
chhun	छुं
chhuo	छुओ
chhup	चुप
lipate	लिपटे
chhuk	छुक
war	वार
chhum	छुं
suraag	सुराग़
laajo	लाजो
chhua	छुआ
nazer	नज़र
irukke	इरुक्के
neki	नेकी
Agha	आगा
uthaauungii	उठाऊँगी
mudka	मुदका
laake	लाके
justaju	जुस्तजू
mudke	मुड़के
jaayein	जायें
tadapaana	तड़पाना
jalnewaalaa	जलनेवाला
honton	होंठों
laakh	लाख
tadapaane	तड़पाने
ibaarat	इबारत
pradhaan	प्रधान
lipati	लिपटी
jhaanjhanon	झाँझनों
khelegaa	खेलेगा
anbujh	अन्बुझ
sanchalak	संचालक
wah	वह
gaharaai	गहराई
sanchalan	संचालन
havaayon	हवाओं
hahn	हाँ
judaa	जुड़ा
hai	हैं
jaayege	जाएँगे
sjaa	स्जा
hai	है
halkaan	हलकान
jaayega	जाएगा
irshad	इरशाद
karine	करीने
tanahaiyan	तन्हाईया
jaayegi	जाएगी
umid	उम्मीद
beenaa	बीना
etbaar	ऐतबार
muskuraauun	मुस्कुराऊँ
raajasv	राजस्व
hai	है
vru	व्रु
badalana	बदलना
papihaa	पपीहा
ernesto	एर्नेस्ट
hai	है
vrs	वीआरएस
badalane	बदलने
justazu	जुस्तज़ू
ullekhaneeya	उल्लेखनीय
vro	व्रो
vri	व्रि
vre	व्रे
bhraa	भ्रा
judai	जुदाई
gurubhain	गुरुभाई
chhod	छोड़
vra	व्र
rahonga	रहूँगा
jyotawaali	ज्योतवाली
hardum	हरदम
chhot	छोट
chhou	छौ
jvaalaamukhi	ज्वालामुखी
laangane	लाँघने
chhom	छों
chaahaten	चाहते
chhon	छों
chhoo	छू
gandhinagar	गाँधीनगर
chhop	छुप
dohara	दोहरा
chhor	छोर
bahaayenge	बहाएँगे
hai	है
haiy	हाय
bolayaa	बोलया
gandale	गंदले
shaamil	शामिल
haim	हैं
hain	हैं
duungi	दूंगी
sumthing	सम्तिंग
chhupenge	छुपेंगे
hafiz	हाफ़िज़
jaanavar	जानवर
duunga	दूंगा
sarhey	सारे
asaadharan	असाधारण
jaanane	जानने
ghabarayegaa	घबराएगा
bekudi	बेख़ुदी
bataaein	बताएं
baramath	बरामद
falalen	फसलें
chhim	छिं
chhil	छिल
vus	उस
muddo	मुद्दों
muskaya	मुस्काया
uthatii	उठती
hadd	हद
ragen	रगें
mausiqii	मौसिक़ी
dhaanpana	ढांपना
muskaye	मुस्काये
chhin	छिं
shukariyaa	शुकरिया
choduungaa	चोड़ूँगा
hadh	हद
dohale	दोहले
chhip	छिप
jaanaki	जानकी
jagaaegi	जगाएगी
rehaguzar	रहगुज़र
hae	है
raieez	रईस
vud	उड़
sinhavaahini	सिंहवाहिनी
rupahalaa	रुपहला
aaftab	आफ़ताब
vum	वुं
vun	वुं
unchaai	उँचाई
jaanake	जानके
ustukata	उस्तुकता
darawazon	दरवाज़ों
shaamal	श्यामल
daayara	दायरा
roothega	रूठेगा
daayare	दायरे
utsaav	उत्सव
balata	बलता
khizaa	ख़िज़ाँ
itwaar	इतवार
karodon	करोड़ों
juden	जुड़ें
angdaai	अंगड़ाई
balati	बलती
karike	करिके
daaliyo	डालियों
ladiyon	लड़ियों
baaliyaan	बालियाँ
chaahatii	चाहती
nininisasasare	निनईनिसाससारे
rasvanti	रसवंती
arjun	अर्जुन
hyderabad	हैदराबाद
sakshatkaar	साक्षात्कार
neta	नेता
daaliye	डालिये
poochta	पूछता
ragda	रगड़ा
videshee	विदेशी
pracheen	प्राचीन
gunaayaa	गुनाया
haarenge	हारेंगे
mulaqat	मुलाकात
mughle	मुगले
jawaano	जवानों
sarhad	सरहद
naakamyaab	नाकामयाब
mudde	मुद्दे
vidyaasukhadaataa	विद्यासुखदाता
bhadakaaen	भड़काएं
todakar	तोड़कर
mudda	मुद्दा
shaamon	शामों
mudaa	मुड़ा
umad	उमड़
haa	हा
basaaenge	बसाएंगे
chhipakar	छिपकर
chhen	छें
vir	वीर
jayega	जाएगा
chhem	छें
bhadakaati	भड़काती
vil	विल
vim	विं
kaarmko	कर्म
idulfitar	ईदउलफित्तर
vin	विं
chhed	छेद
chhee	छी
vrindaavan	वृंदावन
majboorii	मजबूरी
jalaalahu	जलालहू
buhaarunga	बुहारूंगा
tadapaaye	तड़पाये
tadapaaya	तड़पाया
laaegii	लाएगी
sameeti	समिति
kyaal	ख़्याल
videsh	विदेश
bithakar	बिठाकर
haau	हाउ
haat	हाट
balama	बलमा
haas	हास
haar	हार
haam	हां
badalata	बदलता
haal	हाल
haan	हां
haai	हाय
chahakegee	चहकेगी
toofaanon	तूफ़ानों
poochha	पूछा
haak	हाँक
poochhe	पूछे
poochhi	पूछी
jaisalamer	जैसलमेर
haay	हाय
kariye	करिए
poochho	पूछो
kaanan	कानन
vimochan	विमोचन
kariyo	करियो
bulaayegaa	बुलायेगा
divaanon	दीवानों
ehed	एहद
tomaay	तोमाय
boneless	बोनलेस**
umas	उमस
haad	हाड़
umar	उम्र
haae	हाए
badalati	बदलती
haaa	हा
badalate	बदलते
hilaana	हिलाना
boombura	बुम्बूरा
kaanam	ख़ानम
kaanhaa	कान्हा
mehanatavaalon	मेहनतवालों
chhan	छं
kaamiyaab	कामयाब
charache	चरचे
chhae	छाए
kahatein	कहतेइन
chhaa	छा
tawaiafe	तवायफ़ें
characha	चरचा
chham	छं
koree	कोरी
adhikaar	अधिकार
uthataa	उठता
chhai	छै
korea	कोरिया
chhah	चाह
chaahaton	चाहतों
work	वर्क
bhulaayenge	भुलायेंगे
ragon	रागों
dhundhoge	ढूँढोगे
hafta	हफ़्ता
viraaniyon	वीरानियों
saheliyon	सहेलियों
kaanch	कांच
hafte	हफ़्ते
program	प्रोग्राम
mehboob	महबूब
word	वर्ड
chahoonga	चाहूंगा
judne	जुड़ने
theresias	cannot
pachis	पचीस
paayoge	पाओगे
tasveer	तस्वीर
jubayatan	जुबायदा
lambii	लम्बी
banaayein	बनायें
voh	वह
von	वों
vom	वों
tayar	तैयार
voo	वू
vor	और
bhadakaane	भड़काने
vou	वौ
bachaini	बचानी
ehad	एहद
behaal	बहाल
rakhega	रखेगा
gurudvaare	गुरुद्वारे
muskara	मुस्करा
lambhi	लम्बी
jaawan	जावन
pachhi	पछी
nandlal	नन्दलाल
jaanaan	जानां
cinema	सिनेमा
hatoon	हटूँ
napagual	नापगुअल
pustak	पुस्तक
bachoge	बचोगे
lic	एलआइसी
muskaayein	मुस्कायें
shaadiyaane	शादियाने
barambar	बारम्बार
phislan	फिसलन
befikrey	बेफिकरें
jhumati	झूमती
kajal	काजल
chupati	छुपाती
darshakon	दर्शकों
ummeedvaar	उम्मीदवार
rokegee	रोकेगी
chupate	छुपाते
baanwariyaa	बांवरिया
mahesh	महेश
akbar	अकबर
iskool	इसकूल
aathmarakshak	आत्मरक्षक
waaree	वारी
vandan	वंदन
sunaayegaa	सुनायेगा
chaukanni	चौकन्नी
pashemaan	पशेमान
Maran	मारन
samjuk	संजुक
aatma	आत्मा
vahidaa	वहीदा
deevaaron	दीवारों
lungaa	लूँगा
tipanni	टिप्पणी
meelon	मीलों
muskaayega	मुस्काएगा
pehron	पहरों
chauthe	चौथे
shaanta	शान्ता
shikaar	शिकार
laoongi	लाऊँगी
adhikayi	अधिकारियों
muskaayegi	मुसकाएगी
shaanti	शांति
basaiya	बसैया
sadbudh	सदबुद्ध
muskurao	मुस्कुराओ
tabiyat	तबीयत
hunar	हुनर
qaasid	क़ासिद
rustam	रुस्तम
kaatein	काटें
veh	वे
veg	वेग
ven	वें
vem	वें
jaoon	जाऊँ
bheegta	भीगता
vee	वी
chuudiyaan	चूड़ियाँ
ved	वेद
kaategi	काटेगी
chupaon	छुपाऊँ
dhenge	देंगे
jaygaa	जायेगा
muskana	मुस्काना
divanee	दीवानी
muskane	मुस्कानें
lagaayaa	लगाया
aati	आती
intahaa	इंतहा
rokegaa	रोकेगा
adhunik	आधुनिक
dilchasp	दिलचस्प
doojee	दूजी
jhingala	झिंगला
surath	सूरत
suunepan	सूनेपन
muskuraa	मुस्कुरा
bhuutaganaadisevitamh	भूतगणादिसेवितम्
rache	रचे
babuji	बाबूजी
naaraayanaayeti	नारायणायेति
jhaala	झाला
rachi	रची
sunaayegee	सुनाएगी
noorie	नोओरी
racha	रचा
dekhuungaa	देखूँगा
van	वं
companyo	कम्पनियों
jhaakh	झाँक
vam	वं
idulfitr	ईदउलफित्तर
vyaakul	व्याकुल
badguma	बदगुमा
lutaao	लुटाओ
zurm	ज़ुर्म
kathor	कठोर
divaanii	दीवानी
gaaoon	गाऊँ
bheegoi	भीगोई
vat	वात
vas	वास
aashikaanaa	आशिकाना
hilaata	हिलाता
chupana	छुपाना
khuSi	खुशी
chupane	छुपने
jhumari	झुमरी
aatin	आतीं
laalaa	लाला
laangne	लाँघने
dekhengey	देखेंगे
jhumata	झूमता
kazaana	ख़ज़ाना
komalta	कोमलता
kazaane	ख़ज़ाने
varanaa	वरना
vaa	वा
lutaae	लुटाए
banmaa	बनमा
vai	वै
lutaai	लुटाई
sudhaar	सुधार
vah	वह
daroga	दरोगा
unpe	उनपे
muskaai	मुसकाई
gurubhai	गुरुभाई
muskaao	मुस्काओ
muskaan	मुस्कान
kalatmak	कलात्मक
pahanaaunga	पहनाऊँगा
muskaae	मुस्काए
siite	सीटें
muskaay	मुस्काय
sabase	सबसे
muskaat	मुस्कात
muskaau	मुसकाऊँ
ekjutta	एकजुट
chiththa	चित्ता
gharvaali	घरवाली
manorog	मनोरोग
chiththi	चित्ति
maheka	महका
chaadar	चादर
maheki	महकी
maheke	महके
aaspaas	आसपास
jugnun	जुगनूं
hontonn	होंठों
thukaraataa	ठुकराता
laalee	लाली
kraan	क्रां
kraam	क्रां
jagaayuungi	जगाऊँगी
lutana	लुटाना
nayee	नई
mahela	माहेला
lutane	लुटने
deevaaren	दीवारें
hilaaye	हिलाये
jaoge	जाओगे
jaogi	जाओगी
chahtiyaan	चाहटियाँ
chhalakaao	छलकाओ
kareedaa	करीदा
ruthane	रूठने
chhalakaae	छलकाए
twameva	त्वामेवा
adhikari	अधिकारी
janaajaa	जनाज़ा
dishaa	दिशा
jalaaoonga	जलाऊँगा
dhokhebaaj	धोखेबाज
haafiza	हाफ़िज़
kathin	कठिन
daaminii	दामिनी
intazaar	इंतज़ार
gaaoun	गाऊँ
dhokhebaaz	धोखेबाज़
intazaam	इंतज़ाम
naakhuda	नाख़ुदा
bararue	बररुए
jaatha	जाता
tujhsa	तुझसा
jhukatii	झुकती
bheegen	भीगें
gosheeda	गोशीदा
chupaliya	चुपलिया
tujhsi	तुझसी
uyi	उई
tujhse	तुझसे
rangiile	रँगीले
hunda	हुंदा
chupaye	छुपाए
skandar	स्कंदर
alakaapuri	अलकापुरी
chupaya	छुपाया
jaatin	जातीं
shataranj	शतरंज
jaatii	जाती
laalii	लाली
hunde	हुंदे
nayin	नयीं
gusal	गुसल
gharvaale	घर्वाले
kangres	काँग्रेस
divaanaa	दीवाना
udayee	उड़ाईं
dakaiti	डकैती
nayii	नई
libase	लिबास
yekchup	एकजुट
bichhadkar	बिछड़कर
building	बिल्डिंग
pashemaaneeyaan	पशेमानीयाँ
zariye	जरिये
chutki	चुटकी
zariya	ज़रिया
unse	उनसे
inamen	इनमें
kachuna	कचुन
dishan	दिशा
akelee	अकेली
mahaasangit	महासंगीत
babuwa	बबुआ
sabako	सबको
aashram	आश्रम
diidaar	दीदार
sabaki	सबके
uus	उस
bheegaa	भीगा
surahi	सुरही
unho	उन्हों
sabake	सबके
likhnaa	लिखना
pahchaana	पह्चाना
sabaka	सबका
ruudaad	रूदाद
unhi	उन्ही
lutati	लुटती
chatokan	चटोकन
lutata	लुटता
tujhpe	तुझपे
unhe	उन्हें
lutate	लूटते
kahnaa	कहना
Indore	इंदौर
dilkash	दिलकश
maaeri	माएरी
maraathon	मराठों
papeeta	पपीता
usi	उसी
baharupiya	बहरुपिया
use	उसे
usa	उस
chunavaayegi	चुनवाएगी
dukhte	दुखते
uss	उस
khudakushi	खुदकुशी
praapth	प्राप्त
kabiiraa	कबीरा
gayina	गईना
kahiyegaa	कहियेगा
barasen	बरसें
uth	उठ
uti	उटी
jaatey	जाते
garadan	गर्दन
jhuumatii	झूमती
barasee	बरसी
tapish	तपिश
dushaalaa	दुशाला
ute	उते
jaaten	जातें
uta	उत
bhikhari	भिखारी
siine	सीने
angdhaayi	अंगड़ाई
jaatee	जाती
tulsii	तुलसी
nidaakuva	निदाकुवा
seharaa	सेहरा
unme	उनमें
krain	क्रैं
kraim	क्रैं
kajle	कजले
bihaayi	बिहायी
akelaa	अकेला
sipaahiyon	सिपाहियों
sochega	सोचेगा
viraha	विरह
virahi	विरही
aakhir	आखिर
pehchhan	पहचान
nazar	नज़र
wistaar	विस्तार
badaamaan	बदामाँ
sabane	सबने
tujhko	तुझको
urx	उड़
buudhon	बूढ़ों
nazan	नाज़ाँ
aastaan	आस्ताँ
siikh	सीख
tujhme	तुझे
dukhon	दुखों
unki	उनकी
unke	उनके
bantaadhaar	बंटाधार
unko	उनको
sudharo	सुधारों
nandaniyaa	नन्दनिया
bisaar	बिसार
unka	उनका
ankadon	आंकड़ों
sudhare	सुधरे
betuke	बेतुके
censor	सेंसर**
phuutegi	फूटेगी
barasaa	बरसा
bepanaah	बेपनाह
sochein	सोचें
Computers	कम्प्यूटर्स
karmako	कर्म
kandaa	कंदा
koyaliyaa	कोयलिया
daamaalo	दामालो
nikalegee	निकलेगी
chhalakegaa	छलकेगा
jaataa	जाता
gayiin	गयीं
dikhlayengi	दिखलाएंगी
umr	उम्र
lafada	लफ़ड़ा
dikhlayenge	दिखलाएंगे
baraske	बरसके
chhalakata	छलकता
akaj	अकाज
mujhapar	मुझपर
aashiqi	आशिक़ी
lafade	लफ़ड़े
hichakole	हिचकोले
shaanon	शानों
jhumana	झूमना
loksabhaa	लोकसभा
uns	उन्स
bhaajapa	भाजपा
sahraon	सहरों
unu	उनु
hasaate	हसाते
uni	उन
biryaani	बिरयानी
sabaat	सबात
unn	उन
digant	दिगन्त
tujhhe	तुझे
changiya	चांगिया
aakhen	आँखें
challis	चालीस
ukt	उक्त
virani	वीरानी
udaharan	उदाहरण
haiya	हैया
dhobaniyaan	धोबनियां
virana	वीराना
radha	राधा
papiiha	पपीहा
roohon	रूहों
balavaanon	बलवानों
radhe	राधे
tujhii	तुझी
runjhun	रुनझुन
salawatein	सलवटें
surang	सुरन्ग
bhohe	cannot
barasne	बरसने
pipal	पीपल
bataayuun	बताऊँ
puravaiyaa	पुरवैया
susaraal	सुसराल
nikalegaa	निकलेगा
bhogi	भोगी
jyotimandal	ज्योति
kitaabi	किताबी
udaarniiti	उदारनीति
radio	रेडियो**
bajaaungaa	बजाऊँगा
akade	अकड़े
dikhalaayake	दिखलायके
digari	डिगरी
gussa	गुस्सा
gusse	गुस्से
nayya	नैया
akelii	अकेली
ghanashyaam	घनश्याम
lutaya	लुटाया
komal	कोमल
surama	सुरमा
zulf	ज़ुल्फ़
teraaa	तेरा
kasarat	कसरत
zulm	ज़ुल्म
praanavaaron	प्रानवारों
aashiq	आशिक़
raksha	रक्षा
uge	उगे
hasaaye	हँसाये
jhumake	झुमके
zanjeer	ज़ंजीर
jhumaka	झुमका
kandha	कंधा
kajra	कजरा
nyunatam	न्यूनतम
kajre	कजरे
lutaye	लुटाए
Television	टेलीविजन
kajri	कजरी
siich	सीस
uga	उगा
kandhe	कंधे
saddam	सद्दाम
ubharoon	उभरूँ
unak	उनक
akadu	अकड़ू
chhalakane	छलकने
tujhey	तुझे
challon	छल्लों
bihaari	बिहारी
ugr	उग्र
saranam	सरणम
akado	अकड़ो
jusataju	जुसतजू
gaaoge	गाओगे
bhoologe	भूलोगे
dukhda	दुखड़ा
naazukii	नाज़ुकी
bhoom	भूं
bhool	भूल
dheri	ढेरी
dhere	डेरे
bhoon	भूं
pattiyaan	पत्तियां
dhera	ढेरा
uda	उड़ा
chaachu	चाचू
udd	उड़
ude	उड़े
udh	उड़
taramiyaan	तरमियाँ
udi	उड़ी
tijaaraat	तिजारात
katila	कटीला
gitwa	गितवा
katile	कटीले
akaal	अकाल
puhaare	फुहारें
laya	लाया
tyaagi	त्यागी
lekhani	लेखनी
dhrishti	दृष्टि
tyaage	त्यागे
chhodungi	छोड़ूँगी
qaafila	क़ाफ़िला
layi	लाई
bahaakar	बहाकर
qaafile	क़ाफ़िले
laye	लाए
uff	उफ़
nachaaye	नचाए
isske	इससके
jaauun	जाऊं
chaahoongi	चाहूंगी
chhodunga	छोड़ूंगा
nachaayo	नचायो
qaatil	कातिल
chaahoonga	चाहूंगा
udu	उदू
chaachi	चाची
parantu	पर
qaatib	क़ातिब
chaacha	चाचा
sabzapari	सब्ज़परी
jagmagake	जगमगाके
banabanake	बनबनके
sazaayen	सज़ायें
award	अवार्ड**
prabhujii	प्रभुजी
awara	आवारा
jagmagane	जगमगाने
bhola	भोला
pahaad	पहाड़
vidhyak	विधायक
jawaniyan	जवानियाँ
jaapaan	जापान
baawarii	बावरी
ujiyaaraa	उजियारा
gulsitaan	गुल्सिताँ
sabaan	सबाँ
bholi	भोली
sabaah	सबाह
bhole	बोले
baamulaahija	बामुलाहिजा
papeehe	पपीहे
sabaab	सबाब
poochhen	पूछें
basakar	बसाकर
papeeha	पपीहा
vettaon	वेत्ताओं
bonus	बोनस**
khusi	खुशी
laakar	लाकर
yaqeen	यक़ीन
hakadaar	हक़दार
baawariya	बावारिया
hargiz	हर्गिज़
ghabrai	घबराई
kahoon	कहूँ
haqiqat	हक़ीक़त
nalawe	नलवे
meharuum	महरूम
dukhaa	दुखा
madhosh	मदहोश
dushman	दुश्मन
khuub	खूब
bannaa	बनना
sadvichar	सद्‍
uad	उड़
nachaave	नचावे
warana	वरना
kaanaakaraab	ख़ानाख़राब
bedaari	बेदारी
dukhan	दुखन
tumharee	तुम्हरी
baawaree	बावरी
rights	राइट्स**
adaon	अदाओं
chumenge	चूमेंगे
jagmagaao	जगमगाओ
bachakar	बचकर
dhunde	ढूँढे
pahana	पहना
mahilayen	महिलाएँ
katenge	कटेंगे
pahani	पहनी
kaide	कैदे
adana	अदना
pahane	पहने
bhagawaan	भगवान
udhane	उड़ने
pahano	पहनो
ghanerii	घनेरी
kaidi	कैदी
neeche	नीचे
ibtidaa	इब्तिदा
dinase	दिनसे
daahine	दाहिने
svaatya	स्वास्थ्य
khilakhila	खिलखिला
shankar	शंकर
laqt	लक़्त
maanungi	मानूँगी
iltija	इल्तिजा
dukhne	दूखन
misare	मिसरे
bhashan	भाषण
pahala	पहला
pahale	पहले
suneharaa	सुनहरा
guzrengi	गुज़रेंगी
humen	हमें
batallion	बटालियन
pahali	पहली
misari	मिसरी
chaachaa	चाचा
adalat	अदालत
humei	हमे
pahalu	पहलू
aaiyega	आइयेगा
lare	लारे
lara	लारा
sustaane	सुस्ताने
gaanvo	गाँव
guzrenge	गुजरेंगे
humey	हमें
bekataa	बेख़ता
jaad	cannot
jaae	जाए
last	लास्ट
jaag	जा
jaai	जा
humbe	हुम्बे
tumharii	तुम्हरी
veeraanaa	वीराना
bangaal	बंगाल
dulhaniya	दुल्हनिया
khula	खुला
jaaa	जां
bairaagan	बैरागन
khule	खुले
khuli	खुली
chuume	चूमे
tuz	तुझ
rastrmandlo	राष्ट्रमंडल
laakho	लाखों
humanashee	हमनशीं
dildaari	दिलदारी
aakhon	आँखों
tur	तुर
tut	टूट
saachaa	साचा
jaba	जब
jaankari	जानकारी
tuj	तुझे
jaau	जा
tui	तुई
jaat	जाता
lachakaeeye	लचकाइये
devaange	देवांगे
tul	तुल
ghungharaale	घुँघराले
tuk	तुक
lata	लता
jaar	जार
tun	तुं
jaay	जाए
tum	तुम
late	लाते
pahuchne	पहुँचने
jaam	जां
jaan	जान
lati	लाती
pahuchna	पहुँचना
jaap	जाप
jaao	जाओ
ghungharaali	घुँघराली
jaal	जाल
jach	जाच
kahoge	कहोगे
kashtii	कश्ती
laut	लौट
kahogi	कहोगी
mufte	मुफ़्त
aakhri	आखरी
kolon	कोलों
darnaa	डरना
bhaartiiya	भारतीय
japan	जापान
jagamagaae	जगमगाए
bhoun	भौं
dharegi	धरेगी
laun	लाऊँ
uljhanon	उलझनों
waasta	वास्ता
saathiyaan	साथिया
bhoum	भौं
mufti	मुफ़्ती
tyaaga	त्याग
vichaarde	विचारदे
waaste	वास्ते
todkar	तोड़कर
jadi	जड़ी
mahfil	महफ़िल
baawareeyaan	भाँवरिया
jadh	जाध
jade	जड़े
dekhanevaale	देखनेवाले
humak	हुमक
naakuda	नाख़ुदा
jada	जड़ा
sahuun	सहूं
manachaaha	मनचाहा
lava	लवा
laharaungi	लहराऊंगी
manachaahe	मनचाहे
laha	लाहा
saunpiya	सौंपिया
adaen	अदाएं
baaat	बात
humpe	हमपे
lagu	लागू
zindgaani	ज़िंदगानी
baaad	बाद
viswavidyalay	विश्वविधालय
kaliyaan	कलियां
tre	त्रे
laga	लगा
lafz	लफ़्ज़
tra	त्र
juban	जुबन
chupaao	छुपाऊँ
bhiigegii	भीगेगी
arthik	आर्थिक
kapdon	कपड़ों
gaanaa	गाना
tri	त्रि
lago	लगो
chhutegi	छूटेगी
lagn	लग्न
tru	त्रु
tro	त्रो
floor	फ्लोर
gaanam	गानम
lagi	लगी
lagh	लग
chuuhe	चूहे
boola	बूला
lage	लगे
karmachariyon	कर्मचारियों
sandhyaa	संध्या
diijie	दीजिए
armsrtring	आर्मस्ट्रिंग
humne	हमने
chhutega	छूटेगा
kaine	कैने
banjaaraa	बंजारा
jagamagaaya	जगमगाया
laharaayengi	लहराएँगी
jagamagaaye	जगमगाए
laharaayenge	लहराएँगे
baabu	बाबू
aankhoon	आँखों
milaake	मिलाके
humme	हममें
banjaaran	बन्जारन
lahu	लहू
humma	हम्मा
chaabuk	चाबुक
pahate	पहते
lafange	लफंगे
laim	लैं
samajhungi	समझूँगी
sulaauun	सुलाऊं
pachchhim	पच्छिम
mitaakar	मिटाकर
PalaniMannakam	पलानिमक्कम
lain	लैं
ujiyaaron	उजियारों
dhagaa	धागा
boond	बूंद
baaba	बाबा
boone	बुने
jokhuun	जोखूँ
nirvah	निर्वाह
yunhi	यूँही
baad	बाद
centre	सेन्टर**
palsafa	पलसफा
rateiyan	रतियाँ
poochhun	पूछूँ
adaao	अदाओं
bighdi	बिगड़ी
lala	लाला
aankhonn	आँखों
humko	हमको
lali	लाली
awaaz	आवाज़
piriya	प्रिया
khaliyaan	खलियान
sidhaa	सीधा
choomein	चूमें
wandana	वंदना
khuda	खुद
poochhti	पूछती
pahara	पहरा
nayaa	नया
humka	हमका
pahare	पहरे
sansadiya	संसदीय
nasheman	नशेमन
khudi	खुदी
khudh	खुद
lake	लाके
rukiya	रुकिये
awaas	आवास
poochhte	पूछते
nayae	नए
rukiye	रुकिए
aankhone	आँखों
nayak	नायक
chuuda	चूड़ा
lakh	लाख
sailaani	सैलानी
dheen	धीं
dheem	धीं
bichhaadun	बिछादूँ
niilaam	नीलाम
dhiraj	धिरज
chuudi	चूड़ी
iraadon	इरादों
tod	तोड़
toh	तो
mubaaraka	मुबारका
chiteraa	चितेरा
britian	ब्रिटेन
lana	लाना
chuuha	चूहा
lane	लाने
tou	तौ
hiran	हिरन
smaarak	स्मारक
toy	तोय
tow	टॉल
tom	तों
ajaayabakhaana	अजायबखाना
v30	वी**तीस_num
ton	तों
tok	टोक
hiraa	हीरा
tol	तोल
tor	तोर
too	तू
jalaayenge	जलाएंगे
top	टॉप
partaapi	पर्तापी
kurabaan	कुरबान
puraani	पुरानी
puraano	पुराणो
chandrika	चंद्रिका
beshaare	बेसहारे
useeka	उसीका
bighad	बिगड़
lama	लम
puraana	पुराना
shetra	क्षेत्र
chumakta	चमकता
puraane	पुराने
piyenge	पिएँगे
mushkilein	मुश्किलें
azmana	आजमाना
khushabuon	खुशबुओं
booja	बुझा
khichti	खिचती
til	तिल
tik	टिक
tir	तीर
tis	तीस
chupaki	चुपकी
tin	तिं
tim	तिं
tip	टिप
chupake	चुपके
kotaah	कोताह
kartooso	कारतूसों
sonaali	सोनाली
thu	थु
netrittva	नेतृत्व
treem	त्रीं
vidhyut	विद्युत
jagamagaata	जगमगाता
boote	बूटे
booti	बूटी
giton	गीतों
record	रिकॉर्ड**
jagamagaati	जगमगाती
kuposhan	कुपोषण
divaalii	दिवाली
boota	बूटा
jagamagaate	जगमगाते
treen	त्रीं
kolar	कोलार
choomegi	चूमेगी
budget	बजट
labh	लाभ
samjhota	समझौता
kadakegi	कड़केगी
sakiya	सैकिया
aadhar	आधार
milaade	मिलादे
tyaari	त्यारी
laat	लात
laaz	लाज
laal	लाल
laam	लां
cinematography	सिनेमाटोग्राफी**
laan	लां
laao	लाओ
laag	लाग
havaladaar	हवलदार
laae	लाए
panigama	पनिगम
laad	लाड़
laaj	लाज
laai	लाई
lagaayee	लगाईं
pradhaani	प्रधानी
arman	अरमान
jagmagati	जगमगाती
laaa	ला
charchaa	चर्चा
lagaayen	लगाएँ
bikhera	बिखेरा
chhupakar	छुपकर
bikhere	बिखेरे
paagalpana	पागलपना
behakegi	बहकेगी
kaatoongi	काटूंगी
tem	तें
udhaar	उधार
ten	तें
laaunga	लाऊँगा
lade	लड़े
udhaas	उदास
japun	जपूँ
tej	तेज
lada	लड़ा
tek	टेक
tel	तेल
kaanamen	कानमें
tee	ती
baandhuun	बाँधूँ
aazamaauun	आज़माऊँ
teg	तेग
ullikhit	उल्लिखित
ladi	लड़ी
armaa	अर्मा
mujarim	मुजरिम
gaandi	गांदी
jagamagati	जगमगाती
humsa	हमसा
humse	हमे
japta	जपता
labo	लब
tez	तेज
dhene	देने
sijda	सजदा
japti	जपती
ter	टेर
gunjaaish	गुंजाइश
kirnon	किरणों
kataksh	कटाक्ष
akadti	अकड़ती
libaaz	लिबाज़
humri	हमरी
naseebaa	नसीबा
roungi	रोऊंगी
aavat	आवत
aavaz	आवाज़
libaas	लिबास
terebina	तेरेबिना
aavan	आवन
kaire	खैर
tikaten	टिकटें
tho	थो
boora	बुरा
halachal	हलचल
